"confounding_type","level","method","metric","metric_direction","units","n","mean","sd","median","q1","q3","minimum","maximum","metric_label"
"batch",1,"Raw","residual_run_order_gam_mean_deviance","lower","value",10,0.129724420374959,0.00482985862465458,0.129768401792182,0.126160049659256,0.132987790139989,0.122422250255079,0.138474558806303,"Residual GAM deviance"
"batch",1,"WiNN fixed default (no QC)","batch_weighted_pc_r2_categorical","lower","weighted_R2",10,0.0047671783571483,0.000546740567579181,0.00463734374319547,0.0044131395353323,0.00524637560596982,0.00400555162686916,0.00564810071513586,"Batch weighted-PC R²"
"batch",1,"WiNN fixed default (no QC)","clean_sample_profile_pearson_mean","higher","correlation_or_proportion",10,0.91506135701935,0.00354377605365255,0.91505255082059,0.912310161349079,0.916755159639165,0.910565201351813,0.921881402351969,"Clean sample-profile Pearson"
"batch",1,"WiNN fixed default (no QC)","median_attenuation_ratio_injected_responsive","higher","log1p_effect_or_ratio",10,0.453829092923662,0.0186888873771905,0.45957009238181,0.440730914333851,0.468551792102307,0.422104492778905,0.474180426358018,"Responsive-effect ratio"
"batch",1,"WiNN fixed default (no QC)","residual_run_order_gam_mean_deviance","lower","value",10,0.0207673528605081,0.00060383881818913,0.0208224709675627,0.0202780860741284,0.0211133800341804,0.0199317191281598,0.0217735734791109,"Residual GAM deviance"
"joint",0.25,"Raw","batch_weighted_pc_r2_categorical","lower","weighted_R2",10,0.960319357132206,0.0023214776528274,0.960672345651154,0.959430499348306,0.962058915832532,0.955406012024368,0.962686760003397,"Batch weighted-PC R²"
"joint",0.25,"Raw","clean_sample_profile_pearson_mean","higher","correlation_or_proportion",10,0.523561184581035,0.0137386258126777,0.525443093901205,0.516701864767401,0.532267723918132,0.497680489060341,0.543437928102285,"Clean sample-profile Pearson"
"joint",0.25,"Raw","median_attenuation_ratio_injected_responsive","higher","log1p_effect_or_ratio",10,0.503279103263072,0.00940446391863743,0.501472232748976,0.499737604363378,0.508958788147453,0.486088688503014,0.517467457802733,"Responsive-effect ratio"
"joint",0.25,"Raw","residual_run_order_gam_mean_deviance","lower","value",10,0.131718556812488,0.00455653138031788,0.131724452488988,0.128644960411076,0.134977677500263,0.124808550112724,0.139995801169175,"Residual GAM deviance"
"joint",0.25,"WiNN fixed default (no QC)","batch_weighted_pc_r2_categorical","lower","weighted_R2",10,0.00224474381107662,0.000497686308850941,0.0022010368014416,0.0018870874371262,0.00249874011603317,0.00168443795893635,0.00331117260796913,"Batch weighted-PC R²"
"joint",0.25,"WiNN fixed default (no QC)","clean_sample_profile_pearson_mean","higher","correlation_or_proportion",10,0.92225465892761,0.003467320875448,0.921828424695794,0.919904386572401,0.924210599595219,0.917914318768541,0.928777678783591,"Clean sample-profile Pearson"
"joint",0.25,"WiNN fixed default (no QC)","median_attenuation_ratio_injected_responsive","higher","log1p_effect_or_ratio",10,0.458989663202379,0.00896282740398136,0.458398304694198,0.4521302009348,0.463685263370954,0.447387630084727,0.475919202830908,"Responsive-effect ratio"
"joint",0.25,"WiNN fixed default (no QC)","residual_run_order_gam_mean_deviance","lower","value",10,0.0229951284773458,0.000770750772779623,0.0230347233097694,0.0225195833261707,0.0233337000045141,0.021933943831837,0.0245390120555056,"Residual GAM deviance"
"joint",0.5,"Raw","batch_weighted_pc_r2_categorical","lower","weighted_R2",10,0.958667130297702,0.00253289989673641,0.958544787786114,0.957433270619487,0.960792885095073,0.953719930734774,0.961727394167786,"Batch weighted-PC R²"
"joint",0.5,"Raw","clean_sample_profile_pearson_mean","higher","correlation_or_proportion",10,0.523549655223662,0.0136584794628254,0.525720563704296,0.516487796929481,0.532074353625209,0.497855895795494,0.542936442528735,"Clean sample-profile Pearson"
"joint",0.5,"Raw","median_attenuation_ratio_injected_responsive","higher","log1p_effect_or_ratio",10,0.502882362007111,0.00977667522518264,0.503014365740738,0.498323243709956,0.510676291825993,0.483346509092164,0.515326763657995,"Responsive-effect ratio"
"joint",0.5,"Raw","residual_run_order_gam_mean_deviance","lower","value",10,0.134255019962043,0.00462914251630997,0.133889652070889,0.130975061678206,0.137505862599993,0.127326379306366,0.142526560789475,"Residual GAM deviance"
"joint",0.5,"WiNN fixed default (no QC)","batch_weighted_pc_r2_categorical","lower","weighted_R2",10,0.00171508929314544,0.000288992648417169,0.00174273472093643,0.001573689373453,0.00181458878914771,0.00133157325106704,0.00233868511412649,"Batch weighted-PC R²"
"joint",0.5,"WiNN fixed default (no QC)","clean_sample_profile_pearson_mean","higher","correlation_or_proportion",10,0.919763911640671,0.00347723855163194,0.919405489729167,0.917335372239361,0.921511576303629,0.915648811170633,0.926336874878878,"Clean sample-profile Pearson"
"joint",0.5,"WiNN fixed default (no QC)","median_attenuation_ratio_injected_responsive","higher","log1p_effect_or_ratio",10,0.445587345588448,0.0135721953756229,0.444917131727211,0.435656527101983,0.455853199218747,0.425818435744282,0.465943666122052,"Responsive-effect ratio"
"joint",0.5,"WiNN fixed default (no QC)","residual_run_order_gam_mean_deviance","lower","value",10,0.0241754588896122,0.000670812240930031,0.0241211598084911,0.0237962180969091,0.0243803112690028,0.0231417271810209,0.0255793024795527,"Residual GAM deviance"
"joint",0.75,"Raw","batch_weighted_pc_r2_categorical","lower","weighted_R2",10,0.960387841986673,0.00258987116165478,0.961117784517053,0.958856691806518,0.962333656636171,0.956157313443421,0.963637643489978,"Batch weighted-PC R²"
"joint",0.75,"Raw","clean_sample_profile_pearson_mean","higher","correlation_or_proportion",10,0.523490738376792,0.0135206744713117,0.525955055103834,0.516255018060883,0.531885947538598,0.498086100521582,0.542248634704848,"Clean sample-profile Pearson"
"joint",0.75,"Raw","median_attenuation_ratio_injected_responsive","higher","log1p_effect_or_ratio",10,0.505664849892931,0.0166614469068101,0.511670794042274,0.507345402050613,0.513972550464364,0.469036402910407,0.522786973188626,"Responsive-effect ratio"
"joint",0.75,"Raw","residual_run_order_gam_mean_deviance","lower","value",10,0.135348748486674,0.00467994661610204,0.135031851155951,0.132221078100906,0.138214950413737,0.128126182723564,0.144091096861719,"Residual GAM deviance"
"joint",0.75,"WiNN fixed default (no QC)","batch_weighted_pc_r2_categorical","lower","weighted_R2",10,0.00301492937852079,0.000285430585430293,0.00301609056458448,0.00279663861360212,0.00325856002875042,0.00258280669985949,0.00338188595548377,"Batch weighted-PC R²"
"joint",0.75,"WiNN fixed default (no QC)","clean_sample_profile_pearson_mean","higher","correlation_or_proportion",10,0.916879216967942,0.00353762416159737,0.91640172895318,0.914138990801994,0.918786369014491,0.912743881925996,0.923493182764143,"Clean sample-profile Pearson"
"joint",0.75,"WiNN fixed default (no QC)","median_attenuation_ratio_injected_responsive","higher","log1p_effect_or_ratio",10,0.378818627488868,0.0120119902605601,0.380946511847564,0.369454165576539,0.389177867522934,0.361985287894261,0.393729153554716,"Responsive-effect ratio"
"joint",0.75,"WiNN fixed default (no QC)","residual_run_order_gam_mean_deviance","lower","value",10,0.0242789531673603,0.000921914465329542,0.0242965933107041,0.0236972549848304,0.0247174703921057,0.0229377537124927,0.0261040822308116,"Residual GAM deviance"
"joint",0.9,"Raw","batch_weighted_pc_r2_categorical","lower","weighted_R2",10,0.961405236708726,0.00225063899883377,0.962252982079224,0.9592750664729,0.962950480444311,0.957931270417022,0.964259892073189,"Batch weighted-PC R²"
"joint",0.9,"Raw","clean_sample_profile_pearson_mean","higher","correlation_or_proportion",10,0.523449885647865,0.0134373460329993,0.525989992223559,0.51612314079473,0.531839146031472,0.498373616481116,0.541941701699589,"Clean sample-profile Pearson"
"joint",0.9,"Raw","median_attenuation_ratio_injected_responsive","higher","log1p_effect_or_ratio",10,0.497876243882893,0.0193374856300668,0.507752286749672,0.488665472377645,0.508250316170461,0.455974688695409,0.520294892311603,"Responsive-effect ratio"
"joint",0.9,"Raw","residual_run_order_gam_mean_deviance","lower","value",10,0.133408442421682,0.00478769217677207,0.13300801002637,0.130029971108862,0.136556433211866,0.126060405018069,0.142082761489922,"Residual GAM deviance"
"joint",0.9,"WiNN fixed default (no QC)","batch_weighted_pc_r2_categorical","lower","weighted_R2",10,0.00363566305310213,0.000555633735449228,0.00373711303090869,0.00325523285754148,0.00387185938074708,0.00288765468286389,0.00454143217592798,"Batch weighted-PC R²"
"joint",0.9,"WiNN fixed default (no QC)","clean_sample_profile_pearson_mean","higher","correlation_or_proportion",10,0.914855887140065,0.00353498042328022,0.914811940712458,0.911950481027046,0.91670404028047,0.910468467764364,0.921412989437725,"Clean sample-profile Pearson"
"joint",0.9,"WiNN fixed default (no QC)","median_attenuation_ratio_injected_responsive","higher","log1p_effect_or_ratio",10,0.285794614594918,0.0171538574110534,0.280024631260525,0.274841715866604,0.293048232179303,0.268331989331514,0.326125258218727,"Responsive-effect ratio"
"joint",0.9,"WiNN fixed default (no QC)","residual_run_order_gam_mean_deviance","lower","value",10,0.0221811859917061,0.000828074930648397,0.0223694113600289,0.0215149555254773,0.0226374539048784,0.0209269414075244,0.0236246725775885,"Residual GAM deviance"
"joint",1,"Raw","batch_weighted_pc_r2_categorical","lower","weighted_R2",10,0.961817171333165,0.00213421743044544,0.962214951085981,0.960238022843612,0.963424877264277,0.958620484239184,0.964502137917536,"Batch weighted-PC R²"
"joint",1,"Raw","clean_sample_profile_pearson_mean","higher","correlation_or_proportion",10,0.523439889220456,0.0134030139265868,0.525883843210541,0.516075927166851,0.531911453753464,0.498518514386008,0.541794479862809,"Clean sample-profile Pearson"
"joint",1,"Raw","median_attenuation_ratio_injected_responsive","higher","log1p_effect_or_ratio",10,0.488275030212042,0.0317260690754427,0.484481414606992,0.464855829173154,0.518831373661545,0.445021086564913,0.530016568952842,"Responsive-effect ratio"
"joint",1,"Raw","residual_run_order_gam_mean_deviance","lower","value",10,0.132549454229213,0.00479811238288423,0.132249441126655,0.128933291791808,0.135921317428537,0.125326463713775,0.141144766370392,"Residual GAM deviance"
"joint",1,"WiNN fixed default (no QC)","batch_weighted_pc_r2_categorical","lower","weighted_R2",10,0.000928111936657962,0.000282625287464688,0.00082844059048565,0.000745606188436853,0.00102182758335604,0.000615325176228387,0.00149405536075862,"Batch weighted-PC R²"
"joint",1,"WiNN fixed default (no QC)","clean_sample_profile_pearson_mean","higher","correlation_or_proportion",10,0.913444597537684,0.00351879039758343,0.913477349571796,0.910509920991695,0.915165171714992,0.909028279012462,0.919963836403038,"Clean sample-profile Pearson"
"joint",1,"WiNN fixed default (no QC)","median_attenuation_ratio_injected_responsive","higher","log1p_effect_or_ratio",10,0.121309196728125,0.0120296641041866,0.122855226564713,0.112765973514369,0.128240565159185,0.102527847466144,0.140842575107826,"Responsive-effect ratio"
"joint",1,"WiNN fixed default (no QC)","residual_run_order_gam_mean_deviance","lower","value",10,0.0210312082730866,0.000692083590658439,0.0211354381909722,0.0204892555607315,0.0213581027551696,0.0199128606364829,0.0221310291083152,"Residual GAM deviance"
"run_order",0.25,"Raw","batch_weighted_pc_r2_categorical","lower","weighted_R2",10,0.959531226247114,0.0024261988335665,0.959579073898174,0.958851409149688,0.961147118893577,0.954108559065866,0.962841853069036,"Batch weighted-PC R²"
"run_order",0.25,"Raw","clean_sample_profile_pearson_mean","higher","correlation_or_proportion",10,0.523592013057592,0.0138626491221447,0.525268620998801,0.516926202927327,0.532562011532573,0.497368929646872,0.543931576040868,"Clean sample-profile Pearson"
"run_order",0.25,"Raw","median_attenuation_ratio_injected_responsive","higher","log1p_effect_or_ratio",10,0.501865961406348,0.00681548625706024,0.505395945894108,0.496661570927057,0.507361184102116,0.49029078343708,0.508299901623669,"Responsive-effect ratio"
"run_order",0.25,"Raw","residual_run_order_gam_mean_deviance","lower","value",10,0.131919193419141,0.00479132436483887,0.131581505157112,0.12860581278374,0.135483510718818,0.124671981350796,0.140381440276815,"Residual GAM deviance"
"run_order",0.25,"WiNN fixed default (no QC)","batch_weighted_pc_r2_categorical","lower","weighted_R2",10,0.000546713475844964,0.000157132928568101,0.000546963802853248,0.000437233643748911,0.000673564029191827,0.000276411299363403,0.000755502142663873,"Batch weighted-PC R²"
"run_order",0.25,"WiNN fixed default (no QC)","clean_sample_profile_pearson_mean","higher","correlation_or_proportion",10,0.922573780976427,0.00339558909517433,0.922178511254759,0.920316936081086,0.924502267313528,0.918212172159502,0.929004781927534,"Clean sample-profile Pearson"
"run_order",0.25,"WiNN fixed default (no QC)","median_attenuation_ratio_injected_responsive","higher","log1p_effect_or_ratio",10,0.457910929140889,0.0129518867161702,0.459254417680295,0.453079753470076,0.466176728513822,0.433088505399516,0.47542750698552,"Responsive-effect ratio"
"run_order",0.25,"WiNN fixed default (no QC)","residual_run_order_gam_mean_deviance","lower","value",10,0.0231711331046231,0.000736536837729757,0.0232069113346175,0.0227626817541643,0.0234965207791082,0.0221234301126869,0.0244939737399064,"Residual GAM deviance"
"run_order",0.5,"Raw","batch_weighted_pc_r2_categorical","lower","weighted_R2",10,0.954170479679855,0.00298473952592268,0.953997693825874,0.952786393377513,0.955750517397181,0.948017135372706,0.958201437608873,"Batch weighted-PC R²"
"run_order",0.5,"Raw","clean_sample_profile_pearson_mean","higher","correlation_or_proportion",10,0.523601169351704,0.0138961820701017,0.525285171505761,0.516989966480971,0.53270062132918,0.497156260244766,0.543954266689557,"Clean sample-profile Pearson"
"run_order",0.5,"Raw","median_attenuation_ratio_injected_responsive","higher","log1p_effect_or_ratio",10,0.502027926103632,0.00586157746763869,0.501493628489673,0.497068586141165,0.504601711942856,0.49481140147015,0.5116542569216,"Responsive-effect ratio"
"run_order",0.5,"Raw","residual_run_order_gam_mean_deviance","lower","value",10,0.135320326325989,0.00466849878313119,0.134449631011773,0.132048352333318,0.138705282073663,0.128395470483673,0.143530434197561,"Residual GAM deviance"
"run_order",0.5,"WiNN fixed default (no QC)","batch_weighted_pc_r2_categorical","lower","weighted_R2",10,0.000588517358112355,0.000146160649529543,0.000623393260964826,0.000493783605709332,0.000707175582522009,0.00031143549340228,0.000762424768387317,"Batch weighted-PC R²"
"run_order",0.5,"WiNN fixed default (no QC)","clean_sample_profile_pearson_mean","higher","correlation_or_proportion",10,0.921121333511314,0.00332906550218119,0.920882531881184,0.918946857635952,0.9226672718294,0.917049952934009,0.927477269314172,"Clean sample-profile Pearson"
"run_order",0.5,"WiNN fixed default (no QC)","median_attenuation_ratio_injected_responsive","higher","log1p_effect_or_ratio",10,0.4552500782782,0.0102930039248432,0.458185277755553,0.44836092514963,0.463380593195973,0.43544002965765,0.466551792572467,"Responsive-effect ratio"
"run_order",0.5,"WiNN fixed default (no QC)","residual_run_order_gam_mean_deviance","lower","value",10,0.0244583532574613,0.000603280144418209,0.024425791432154,0.0241572944272491,0.024656451462446,0.0233984099578634,0.0257114816131662,"Residual GAM deviance"
"run_order",0.75,"Raw","batch_weighted_pc_r2_categorical","lower","weighted_R2",10,0.949891019108741,0.00303173837112747,0.94982051761869,0.948022004009291,0.951646027356932,0.944316584884427,0.95475000323795,"Batch weighted-PC R²"
"run_order",0.75,"Raw","clean_sample_profile_pearson_mean","higher","correlation_or_proportion",10,0.523610899312351,0.0139423641365324,0.525372935390779,0.516977001928491,0.532732594827223,0.497079968285038,0.543989593935357,"Clean sample-profile Pearson"
"run_order",0.75,"Raw","median_attenuation_ratio_injected_responsive","higher","log1p_effect_or_ratio",10,0.496950782592818,0.0102641273670033,0.496229917652501,0.489219744431619,0.504050329970602,0.483308194343094,0.513315893529104,"Responsive-effect ratio"
"run_order",0.75,"Raw","residual_run_order_gam_mean_deviance","lower","value",10,0.139084887080947,0.00457399853462774,0.138093315344537,0.136036349198235,0.142395373894574,0.132061531957396,0.147052860671886,"Residual GAM deviance"
"run_order",0.75,"WiNN fixed default (no QC)","batch_weighted_pc_r2_categorical","lower","weighted_R2",10,0.000693599403963589,0.000211510441085674,0.000716795347057889,0.000556013491939758,0.000836090019407944,0.000327801288654011,0.00098648254540285,"Batch weighted-PC R²"
"run_order",0.75,"WiNN fixed default (no QC)","clean_sample_profile_pearson_mean","higher","correlation_or_proportion",10,0.918368411160061,0.00347455953315872,0.918183328512233,0.915972284970081,0.92005800916343,0.913987572120641,0.924796126318331,"Clean sample-profile Pearson"
"run_order",0.75,"WiNN fixed default (no QC)","median_attenuation_ratio_injected_responsive","higher","log1p_effect_or_ratio",10,0.43167039271891,0.00933474991274494,0.435974306115042,0.422189718953,0.437502271902308,0.419184228609493,0.445858046096357,"Responsive-effect ratio"
"run_order",0.75,"WiNN fixed default (no QC)","residual_run_order_gam_mean_deviance","lower","value",10,0.0240687359846533,0.00059439920408974,0.0239210003582188,0.0237638066773704,0.0244189170755853,0.0230680971018868,0.0252665694807373,"Residual GAM deviance"
"run_order",0.9,"Raw","batch_weighted_pc_r2_categorical","lower","weighted_R2",10,0.948303240270893,0.00315025565297801,0.947936475184753,0.946426557450945,0.950656966326771,0.942603972118936,0.953216929108686,"Batch weighted-PC R²"
"run_order",0.9,"Raw","clean_sample_profile_pearson_mean","higher","correlation_or_proportion",10,0.523613436783119,0.0139463542282706,0.525372011607919,0.517041151121238,0.532730058004761,0.497073630241716,0.544011679908624,"Clean sample-profile Pearson"
"run_order",0.9,"Raw","median_attenuation_ratio_injected_responsive","higher","log1p_effect_or_ratio",10,0.50058035115799,0.0113766439043939,0.501250335648237,0.49090529391364,0.509090914974244,0.485664620787202,0.517399813437665,"Responsive-effect ratio"
"run_order",0.9,"Raw","residual_run_order_gam_mean_deviance","lower","value",10,0.141817788772052,0.00461065502178122,0.140530536324682,0.138589157913313,0.144833082753575,0.13520490862697,0.15006925214645,"Residual GAM deviance"
"run_order",0.9,"WiNN fixed default (no QC)","batch_weighted_pc_r2_categorical","lower","weighted_R2",10,0.000789651591394695,0.000273160198686382,0.000750693345457667,0.000591752871947531,0.0010190473545921,0.000379860830081915,0.00122816830868136,"Batch weighted-PC R²"
"run_order",0.9,"WiNN fixed default (no QC)","clean_sample_profile_pearson_mean","higher","correlation_or_proportion",10,0.91625413777016,0.00342661449283337,0.916139812558154,0.913806045589741,0.91789596845484,0.911647470628237,0.922380853003481,"Clean sample-profile Pearson"
"run_order",0.9,"WiNN fixed default (no QC)","median_attenuation_ratio_injected_responsive","higher","log1p_effect_or_ratio",10,0.332075218270198,0.0165598740015806,0.340824787085611,0.319684692439109,0.343823602759758,0.306837270884482,0.350752863650276,"Responsive-effect ratio"
"run_order",0.9,"WiNN fixed default (no QC)","residual_run_order_gam_mean_deviance","lower","value",10,0.0230636384481008,0.000610190689647749,0.0230325635341911,0.0227340981873876,0.023317418312006,0.0219846087345294,0.0241798948653767,"Residual GAM deviance"
"run_order",1,"Raw","batch_weighted_pc_r2_categorical","lower","weighted_R2",10,0.947875294366362,0.00316656092824405,0.947659484548728,0.946032506070112,0.950286661325316,0.942079260943104,0.952626539324321,"Batch weighted-PC R²"
"run_order",1,"Raw","clean_sample_profile_pearson_mean","higher","correlation_or_proportion",10,0.523604336343049,0.013944655757605,0.525378999159254,0.517091873933479,0.532760633202069,0.497024882994287,0.543918426269586,"Clean sample-profile Pearson"
"run_order",1,"Raw","median_attenuation_ratio_injected_responsive","higher","log1p_effect_or_ratio",10,0.499224030957413,0.015864681921593,0.502621048776057,0.493680153521131,0.509825333733709,0.465874682760994,0.517295780253717,"Responsive-effect ratio"
"run_order",1,"Raw","residual_run_order_gam_mean_deviance","lower","value",10,0.142892072996989,0.00449215437881371,0.141650950384319,0.139657400470477,0.14614939530513,0.136555147264343,0.150935303157945,"Residual GAM deviance"
