"confounding_type","level","method","metric","metric_direction","units","n","mean","sd","median","q1","q3","minimum","maximum"
"batch",0.25,"Raw","retained_samples","higher","count",10,500,0,500,500,500,500,500
"batch",0.25,"Raw","runtime_sec","lower","seconds",10,0,0,0,0,0,0,0
"batch",0.25,"Raw","sign_concordance_responsive","higher","correlation_or_proportion",10,1,0,1,1,1,1,1
"batch",0.25,"Raw","true_positive_rate","higher","proportion",10,1,0,1,1,1,1,1
"batch",0.25,"WiNN fixed default (no QC)","batch_weighted_pc_r2_categorical","lower","weighted_R2",10,0.00221544482192325,0.000521327374682835,0.00222547778782565,0.00174065681440962,0.00250202642969581,0.00162832556391237,0.00323589982671574
"batch",0.25,"WiNN fixed default (no QC)","clean_feature_icc_a1_mean","higher","value",10,0.920949860339386,0.00317896322379372,0.920258622187079,0.918928556558805,0.922516436824343,0.916302879449124,0.927237503855173
"batch",0.25,"WiNN fixed default (no QC)","clean_feature_icc_a1_median","higher","value",10,0.94176400208149,0.00233621898124295,0.942216964148549,0.940571432356657,0.943356890592002,0.937934783184288,0.944663110420232
"batch",0.25,"WiNN fixed default (no QC)","clean_feature_profile_pearson_mean","higher","correlation_or_proportion",10,0.944454145037455,0.00195712184071245,0.944583351414182,0.942937381010815,0.945135088742002,0.942343632714889,0.949004301819694
"batch",0.25,"WiNN fixed default (no QC)","clean_feature_profile_pearson_median","higher","correlation_or_proportion",10,0.953053366303202,0.00195485196906866,0.953457140737112,0.952036669643587,0.954520560289847,0.950042533119281,0.955441885588834
"batch",0.25,"WiNN fixed default (no QC)","clean_log1p_rmse_study","lower","log1p_effect_or_ratio",10,0.0737672071616431,0.00178928633581515,0.0738451846170751,0.072765974968769,0.0750096660387737,0.0705376257924449,0.0764208519142518
"batch",0.25,"WiNN fixed default (no QC)","clean_sample_profile_pearson_mean","higher","correlation_or_proportion",10,0.922812566742384,0.00344681912588441,0.922514595161501,0.920467213785033,0.92466044617915,0.918363561361796,0.929364465035019
"batch",0.25,"WiNN fixed default (no QC)","clean_sample_profile_pearson_median","higher","correlation_or_proportion",10,0.92378342295601,0.00330947537838308,0.923521258705097,0.921652880986201,0.925567398918636,0.919721914741136,0.930172064653414
"batch",0.25,"WiNN fixed default (no QC)","coefficient_pearson_vs_clean_all","higher","correlation_or_proportion",10,0.991224741382642,0.00183635777223464,0.991235133099633,0.989609937945909,0.992689970827086,0.988542417662273,0.993675581823028
"batch",0.25,"WiNN fixed default (no QC)","coefficient_pearson_vs_injected_all","higher","correlation_or_proportion",10,0.947416975130716,0.00279703488571178,0.946790975372335,0.945148278418788,0.948801785217561,0.944560174035304,0.95328984368204
"batch",0.25,"WiNN fixed default (no QC)","coefficient_pearson_vs_injected_responsive","higher","correlation_or_proportion",10,0.990416840662188,0.00156934210011667,0.990780923093883,0.989318972605895,0.991743599520876,0.987633835515674,0.992233747125117
"batch",0.25,"WiNN fixed default (no QC)","coefficient_spearman_vs_injected_all","higher","correlation_or_proportion",10,0.520335594352655,3.46410334740731e-06,0.520336689798318,0.520336689798318,0.520336689798318,0.52032573534169,0.520336689798318
"batch",0.25,"WiNN fixed default (no QC)","effect_rmse_vs_clean_all","lower","log1p_effect_or_ratio",10,0.00830062449734192,0.000880566790642536,0.00851320805647143,0.00750260345513863,0.00888660563528362,0.00700909143737802,0.00967370180064543
"batch",0.25,"WiNN fixed default (no QC)","effect_rmse_vs_clean_responsive","lower","log1p_effect_or_ratio",10,0.0201669602621837,0.00308785192782209,0.0208647998412465,0.0171907876105493,0.0227417634214021,0.0161046457332334,0.0241943409057677
"batch",0.25,"WiNN fixed default (no QC)","effect_rmse_vs_injected_all","lower","log1p_effect_or_ratio",10,0.0620120026063885,0.000832291948853658,0.0621193434520809,0.0615474884615516,0.0621780535000066,0.0605224228884151,0.0635649121320812
"batch",0.25,"WiNN fixed default (no QC)","effect_rmse_vs_injected_responsive","lower","log1p_effect_or_ratio",10,0.189693065131963,0.0026703013704794,0.189908063663008,0.188249630936227,0.190331532584258,0.185330150919753,0.194747253089609
"batch",0.25,"WiNN fixed default (no QC)","empirical_fdr","lower","proportion",10,0.047375080780986,0.0161381736554734,0.0521114106019767,0.0337494220989367,0.0566037735849057,0.0196078431372549,0.0654205607476635
"batch",0.25,"WiNN fixed default (no QC)","heldout_qc_cv_mean","lower","percent",10,8.88758496114735,0.217921524424111,8.93217886955635,8.70258563028909,9.01041504489371,8.53513541515391,9.22199068085
"batch",0.25,"WiNN fixed default (no QC)","heldout_qc_cv_median","lower","percent",10,8.02602913209732,0.266474092642987,8.09117575788283,7.85733357192803,8.18046129280984,7.61682100818589,8.39519568991578
"batch",0.25,"WiNN fixed default (no QC)","heldout_qc_cv_sd","lower","percent",10,6.35460699263565,0.161256737487315,6.37943040712772,6.25073619643606,6.44351112216671,6.12853757117959,6.63939315606984
"batch",0.25,"WiNN fixed default (no QC)","median_attenuation_ratio_clean_responsive","higher","log1p_effect_or_ratio",10,0.949570963981174,0.00893499734952311,0.949272996189595,0.942143519793775,0.957160898043438,0.93839891705274,0.962386891906121
"batch",0.25,"WiNN fixed default (no QC)","median_attenuation_ratio_injected_responsive","higher","log1p_effect_or_ratio",10,0.467871096146558,0.0107965472145284,0.472054544061602,0.457219782420055,0.476622598206025,0.452549554637699,0.480108714325972
"batch",0.25,"WiNN fixed default (no QC)","n_discoveries_bh_0p05","descriptive","count",10,105,1.76383420737639,105.5,103.5,106,102,107
"batch",0.25,"WiNN fixed default (no QC)","null_feature_false_positive_rate","lower","proportion",10,0.00555555555555556,0.00195981578597377,0.00611111111111111,0.00388888888888889,0.00666666666666667,0.00222222222222222,0.00777777777777778
"batch",0.25,"WiNN fixed default (no QC)","phenotype_weighted_pc_r2_categorical","descriptive","weighted_R2",10,0.428387688752346,0.00794908832744645,0.428032746468105,0.424988771476333,0.432222367984677,0.414271011411346,0.443582105851299
"batch",0.25,"WiNN fixed default (no QC)","recovered_vs_injected_intercept","descriptive","log1p_effect_or_ratio",10,-7.53789779698454e-05,0.00052711601337662,-0.000100967689442995,-0.000233920053042911,2.98963733592352e-05,-0.0010657381432559,0.00109908778831812
"batch",0.25,"WiNN fixed default (no QC)","recovered_vs_injected_slope","descriptive","log1p_effect_or_ratio",10,0.461887704265313,0.00779303767491037,0.461304667392921,0.459590215610474,0.465745624477995,0.447049932683669,0.474225705660564
"batch",0.25,"WiNN fixed default (no QC)","residual_ljung_box_median_statistic","lower","value",10,10.4484654041344,0.0754323911383903,10.4561196577743,10.388631955642,10.4940987403048,10.3381792355067,10.5590056925421
"batch",0.25,"WiNN fixed default (no QC)","residual_ljung_box_profiles_significant","lower","count",10,35.3,9.23820569398866,36,25.75,44,24,47
"batch",0.25,"WiNN fixed default (no QC)","residual_ljung_box_profiles_tested","descriptive","count",10,5000,0,5000,5000,5000,5000,5000
"batch",0.25,"WiNN fixed default (no QC)","residual_ljung_box_proportion_significant","lower","proportion",10,0.00706,0.00184764113879773,0.0072,0.00515,0.0088,0.0048,0.0094
"batch",0.25,"WiNN fixed default (no QC)","residual_run_order_gam_mean_deviance","lower","value",10,0.02100274636442,0.000595231454264409,0.0210246046210423,0.020599278769611,0.0214312820963189,0.0200752606584996,0.0219128188959368
"batch",0.25,"WiNN fixed default (no QC)","retained_features","higher","count",10,1000,0,1000,1000,1000,1000,1000
"batch",0.25,"WiNN fixed default (no QC)","retained_samples","higher","count",10,500,0,500,500,500,500,500
"batch",0.25,"WiNN fixed default (no QC)","runtime_sec","lower","seconds",10,7.0286,0.312229687534318,7.121,6.82425,7.2205,6.499,7.501
"batch",0.25,"WiNN fixed default (no QC)","sign_concordance_responsive","higher","correlation_or_proportion",10,1,0,1,1,1,1,1
"batch",0.25,"WiNN fixed default (no QC)","true_positive_rate","higher","proportion",10,1,0,1,1,1,1,1
"batch",0.5,"Raw","batch_weighted_pc_r2_categorical","lower","weighted_R2",10,0.962638922119714,0.00166667066426351,0.962902375415849,0.962485482140729,0.963647374841536,0.959600683596798,0.964695303254945
"batch",0.5,"Raw","clean_feature_icc_a1_mean","higher","value",10,0.588511364285726,0.0103067175887188,0.587904468570304,0.584621460750688,0.59158168356003,0.575812830569988,0.612163987042309
"batch",0.5,"Raw","clean_feature_icc_a1_median","higher","value",10,0.560357178109019,0.0148504306338248,0.555889544644082,0.548266028553168,0.570346550882356,0.545604113619431,0.591329758880083
"batch",0.5,"Raw","clean_feature_profile_pearson_mean","higher","correlation_or_proportion",10,0.652312145210259,0.00872407930107485,0.651947357426299,0.648700642655303,0.655310263497818,0.641176782732575,0.672136518515952
"batch",0.5,"Raw","clean_feature_profile_pearson_median","higher","correlation_or_proportion",10,0.630246971527603,0.0117204177057869,0.626364703924413,0.621989649939196,0.637382537824559,0.618482894053842,0.655727002191925
"batch",0.5,"Raw","clean_log1p_rmse_study","lower","log1p_effect_or_ratio",10,0.292847284099521,0.01052690638076,0.290684740677862,0.285812214558373,0.298836483806068,0.277763040456074,0.312162471154292
"batch",0.5,"Raw","clean_sample_profile_pearson_mean","higher","correlation_or_proportion",10,0.523495561755541,0.0136154922038941,0.525490457321883,0.51636168530063,0.532035888711456,0.498196648546156,0.54298512730418
"batch",0.5,"Raw","clean_sample_profile_pearson_median","higher","correlation_or_proportion",10,0.523824591848111,0.0130924736247816,0.525251809528559,0.515452873393135,0.53313626307231,0.49996702124079,0.544025903063566
"batch",0.5,"Raw","coefficient_pearson_vs_clean_all","higher","correlation_or_proportion",10,0.986745341020786,0.00388518303664494,0.987780690081893,0.983215522441459,0.989110644766726,0.98100607677495,0.992453444422135
"batch",0.5,"Raw","coefficient_pearson_vs_injected_all","higher","correlation_or_proportion",10,0.935512535426123,0.00376865182812498,0.935220261083707,0.933034462331752,0.937667243431056,0.929974178223586,0.942280003897754
"batch",0.5,"Raw","coefficient_pearson_vs_injected_responsive","higher","correlation_or_proportion",10,0.993009455157932,0.000924215050976022,0.993080208500023,0.992515180641988,0.993653133102874,0.991042297989639,0.994149037397301
"batch",0.5,"Raw","coefficient_spearman_vs_injected_all","higher","correlation_or_proportion",10,0.520336689798318,0,0.520336689798318,0.520336689798318,0.520336689798318,0.520336689798318,0.520336689798318
"batch",0.5,"Raw","effect_rmse_vs_clean_all","lower","log1p_effect_or_ratio",10,0.0094992663740493,0.00146249686786043,0.00908457954649865,0.00869978953909005,0.0108844117675409,0.00707397835181358,0.0114899955387886
"batch",0.5,"Raw","effect_rmse_vs_clean_responsive","lower","log1p_effect_or_ratio",10,0.00972260038741129,0.00156836456190238,0.0103199824540543,0.00828046026622879,0.011019116084987,0.00738912813981946,0.0115110590791211
"batch",0.5,"Raw","effect_rmse_vs_injected_all","lower","log1p_effect_or_ratio",10,0.0592623421093337,0.000745221957792438,0.0593113276640071,0.059013856939025,0.0597667172379177,0.0575504523288427,0.0600770911266903
"batch",0.5,"Raw","effect_rmse_vs_injected_responsive","lower","log1p_effect_or_ratio",10,0.176632251590749,0.00255998967189447,0.176482250741207,0.175310531309767,0.178365201856332,0.171572276449086,0.180668240154137
"batch",0.5,"Raw","empirical_fdr","lower","proportion",10,0.0386712943433536,0.0272243101560171,0.029126213592233,0.029126213592233,0.0453296703296703,0,0.0990990990990991
"batch",0.5,"Raw","heldout_qc_cv_mean","lower","percent",10,45.0597600994383,1.53042582846134,45.0352604685855,44.4957932030212,45.7658105795252,41.7869793310591,47.5743078003657
"batch",0.5,"Raw","heldout_qc_cv_median","lower","percent",10,43.1285374452415,1.15235773966691,43.0465100896214,42.8834385537773,43.7700221821417,40.8705214279567,45.1702966110176
"batch",0.5,"Raw","heldout_qc_cv_sd","lower","percent",10,31.1325078981167,1.32582917054224,31.0479118817121,30.0806759827216,32.0118674190209,29.2418695091346,33.4699193369408
"batch",0.5,"Raw","median_attenuation_ratio_clean_responsive","higher","log1p_effect_or_ratio",10,1.00046701302811,0.00104042790003894,1,1,1,1,1.00304863545932
"batch",0.5,"Raw","median_attenuation_ratio_injected_responsive","higher","log1p_effect_or_ratio",10,0.50105452441597,0.0101878654047807,0.502461238652965,0.492848340061288,0.510316878251837,0.484162459154995,0.512651218832966
"batch",0.5,"Raw","n_discoveries_bh_0p05","descriptive","count",10,104.1,3.03498123735734,103,103,104.75,100,111
"batch",0.5,"Raw","null_feature_false_positive_rate","lower","proportion",10,0.00455555555555555,0.00337220137484149,0.00333333333333333,0.00333333333333333,0.00527777777777778,0,0.0122222222222222
"batch",0.5,"Raw","phenotype_weighted_pc_r2_categorical","descriptive","weighted_R2",10,0.0579426115286108,0.00236636168039679,0.0576198099230852,0.0564734830903358,0.0596731409498706,0.0537837204441607,0.0616746702788642
"batch",0.5,"Raw","recovered_vs_injected_intercept","descriptive","log1p_effect_or_ratio",10,0.000144474348308187,0.000771844253065438,5.15523694419351e-05,-0.000342887310987712,0.000254928826483633,-0.000860252735157598,0.00194602735767463
"batch",0.5,"Raw","recovered_vs_injected_slope","descriptive","log1p_effect_or_ratio",10,0.498850516610628,0.0071850695555152,0.498931884865955,0.493950152021723,0.502935408333873,0.488016088119356,0.513033950133241
"batch",0.5,"Raw","residual_ljung_box_median_statistic","lower","value",10,11.5355952871593,0.148892505902966,11.5319748161766,11.4008165763758,11.6680077097224,11.3412312286894,11.7216952462944
"batch",0.5,"Raw","residual_ljung_box_profiles_significant","lower","count",10,1273.4,57.293009075182,1252,1231.25,1317.5,1205,1376
"batch",0.5,"Raw","residual_ljung_box_profiles_tested","descriptive","count",10,5000,0,5000,5000,5000,5000,5000
"batch",0.5,"Raw","residual_ljung_box_proportion_significant","lower","proportion",10,0.25468,0.0114586018150364,0.2504,0.24625,0.2635,0.241,0.2752
"batch",0.5,"Raw","residual_run_order_gam_mean_deviance","lower","value",10,0.128903031933562,0.00468914517860376,0.129085517309454,0.125407893662802,0.131983227628367,0.121743880877123,0.137316759744097
"batch",0.5,"Raw","retained_features","higher","count",10,1000,0,1000,1000,1000,1000,1000
"batch",0.5,"Raw","retained_samples","higher","count",10,500,0,500,500,500,500,500
"batch",0.5,"Raw","runtime_sec","lower","seconds",10,0,0,0,0,0,0,0
"batch",0.5,"Raw","sign_concordance_responsive","higher","correlation_or_proportion",10,1,0,1,1,1,1,1
"batch",0.5,"Raw","true_positive_rate","higher","proportion",10,1,0,1,1,1,1,1
"batch",0.5,"WiNN fixed default (no QC)","batch_weighted_pc_r2_categorical","lower","weighted_R2",10,0.00166321580647825,0.000314515304679623,0.00157950485778696,0.00142250727963687,0.00188667328299597,0.0012923261085965,0.00222062018955485
"batch",0.5,"WiNN fixed default (no QC)","clean_feature_icc_a1_mean","higher","value",10,0.919484630262839,0.00320351770381823,0.918714586079173,0.917440708050417,0.921004857569231,0.914911124170166,0.925940842521156
"batch",0.5,"WiNN fixed default (no QC)","clean_feature_icc_a1_median","higher","value",10,0.939578758149542,0.00251237950429965,0.940314651838152,0.937762015040642,0.941516901182237,0.935795409353466,0.942328610144957
"batch",0.5,"WiNN fixed default (no QC)","clean_feature_profile_pearson_mean","higher","correlation_or_proportion",10,0.943075182795087,0.00197682257435795,0.943157197342191,0.941516677115071,0.943726858959395,0.941047112308453,0.947726548484068
"batch",0.5,"WiNN fixed default (no QC)","clean_feature_profile_pearson_median","higher","correlation_or_proportion",10,0.951258183319341,0.00220749268727389,0.951510238926524,0.950081080257319,0.953087666276756,0.947604336267497,0.953952362526746
"batch",0.5,"WiNN fixed default (no QC)","clean_log1p_rmse_study","lower","log1p_effect_or_ratio",10,0.0744416359440459,0.00179187388180191,0.0744599984080465,0.0734889192671351,0.0757418882639179,0.0711761695772044,0.0770827090605248
"batch",0.5,"WiNN fixed default (no QC)","clean_sample_profile_pearson_mean","higher","correlation_or_proportion",10,0.92109244120578,0.00350990129648262,0.920917341158331,0.918552194253427,0.922869160337658,0.916596507386772,0.927846670942291
"batch",0.5,"WiNN fixed default (no QC)","clean_sample_profile_pearson_median","higher","correlation_or_proportion",10,0.922063964822022,0.00336379368930413,0.921938356669978,0.919586388858836,0.923812851661547,0.917952313386077,0.928685068890597
"batch",0.5,"WiNN fixed default (no QC)","coefficient_pearson_vs_clean_all","higher","correlation_or_proportion",10,0.990556014866367,0.00137834294078297,0.990230128629595,0.989478948486566,0.991354647703921,0.989011319770906,0.992978450544265
"batch",0.5,"WiNN fixed default (no QC)","coefficient_pearson_vs_injected_all","higher","correlation_or_proportion",10,0.939583691972086,0.00385949952666795,0.939373868282219,0.937191919101837,0.939799773115199,0.934024245639889,0.947496583395367
"batch",0.5,"WiNN fixed default (no QC)","coefficient_pearson_vs_injected_responsive","higher","correlation_or_proportion",10,0.989714340320792,0.00184377218276536,0.989953985908403,0.988644476690236,0.991022921963948,0.986367433239142,0.992403820948149
"batch",0.5,"WiNN fixed default (no QC)","coefficient_spearman_vs_injected_all","higher","correlation_or_proportion",10,0.520332308015667,1.05830105358317e-05,0.520336689798318,0.520336689798318,0.520336689798318,0.520303826428436,0.520336689798318
"batch",0.5,"WiNN fixed default (no QC)","effect_rmse_vs_clean_all","lower","log1p_effect_or_ratio",10,0.00857366280898343,0.00067639728539361,0.0088096202860728,0.00804684157857799,0.00911970943592715,0.00744381330898206,0.00932057933162603
"batch",0.5,"WiNN fixed default (no QC)","effect_rmse_vs_clean_responsive","lower","log1p_effect_or_ratio",10,0.020111606068009,0.00258349324701215,0.0208263417475692,0.0178294286249387,0.0224421052940404,0.0162028179473113,0.0228669343835071
"batch",0.5,"WiNN fixed default (no QC)","effect_rmse_vs_injected_all","lower","log1p_effect_or_ratio",10,0.0623888021422449,0.000868381988148828,0.0626266358222842,0.0615226359162687,0.0629755126453882,0.0612029947907029,0.0636060440808851
"batch",0.5,"WiNN fixed default (no QC)","effect_rmse_vs_injected_responsive","lower","log1p_effect_or_ratio",10,0.189746297711553,0.00271104872961244,0.190566565495822,0.187417552045181,0.191548778552883,0.18590003235976,0.193737317611847
"batch",0.5,"WiNN fixed default (no QC)","empirical_fdr","lower","proportion",10,0.0382318295083412,0.0156186867772461,0.0337938760268858,0.029126213592233,0.0476190476190476,0.0196078431372549,0.0654205607476635
"batch",0.5,"WiNN fixed default (no QC)","heldout_qc_cv_mean","lower","percent",10,9.12105086250731,0.210299260902958,9.13385364387979,8.97235240224184,9.21526525401783,8.78283846134413,9.47113258588657
"batch",0.5,"WiNN fixed default (no QC)","heldout_qc_cv_median","lower","percent",10,8.31071755205473,0.22507819935516,8.33042094509038,8.24144631609841,8.4440162318092,7.91105038297394,8.64123237709378
"batch",0.5,"WiNN fixed default (no QC)","heldout_qc_cv_sd","lower","percent",10,6.382080007323,0.150395457273018,6.42929025263136,6.26163326921607,6.47165561917081,6.18635329336944,6.64364354978114
"batch",0.5,"WiNN fixed default (no QC)","median_attenuation_ratio_clean_responsive","higher","log1p_effect_or_ratio",10,0.953307742024396,0.00809614653593023,0.952582221592637,0.94830365476466,0.9589880911862,0.94096012722527,0.965801794324963
"batch",0.5,"WiNN fixed default (no QC)","median_attenuation_ratio_injected_responsive","higher","log1p_effect_or_ratio",10,0.46485774257692,0.0106270767801317,0.465044492668818,0.459000426256425,0.474769569370346,0.444195606050474,0.476390371918606
"batch",0.5,"WiNN fixed default (no QC)","n_discoveries_bh_0p05","descriptive","count",10,104,1.69967317119759,103.5,103,105,102,107
"batch",0.5,"WiNN fixed default (no QC)","null_feature_false_positive_rate","lower","proportion",10,0.00444444444444444,0.00188852574577511,0.00388888888888889,0.00333333333333333,0.00555555555555556,0.00222222222222222,0.00777777777777778
"batch",0.5,"WiNN fixed default (no QC)","phenotype_weighted_pc_r2_categorical","descriptive","weighted_R2",10,0.337041636848068,0.00742451552565375,0.336473535320669,0.332630973693671,0.340301128571543,0.326076797528059,0.350874938319898
"batch",0.5,"WiNN fixed default (no QC)","recovered_vs_injected_intercept","descriptive","log1p_effect_or_ratio",10,2.15186978754475e-05,0.000437078831987031,4.74963772909098e-07,-0.000219964231896447,0.000128045429040804,-0.000704393880800222,0.00095475147000985
"batch",0.5,"WiNN fixed default (no QC)","recovered_vs_injected_slope","descriptive","log1p_effect_or_ratio",10,0.462026431361013,0.0077869561118021,0.459611737163654,0.457529009113401,0.468429370190317,0.450243017932769,0.474148312752421
"batch",0.5,"WiNN fixed default (no QC)","residual_ljung_box_median_statistic","lower","value",10,10.443360778148,0.0816516692732687,10.4657255593792,10.3708408961674,10.4885943436947,10.3313996941999,10.5844746421153
"batch",0.5,"WiNN fixed default (no QC)","residual_ljung_box_profiles_significant","lower","count",10,35.9,9.97162641364654,37.5,27.75,44.5,22,48
"batch",0.5,"WiNN fixed default (no QC)","residual_ljung_box_profiles_tested","descriptive","count",10,5000,0,5000,5000,5000,5000,5000
"batch",0.5,"WiNN fixed default (no QC)","residual_ljung_box_proportion_significant","lower","proportion",10,0.00718,0.00199432528272931,0.0075,0.00555,0.0089,0.0044,0.0096
"batch",0.5,"WiNN fixed default (no QC)","residual_run_order_gam_mean_deviance","lower","value",10,0.0208516605087572,0.000560531352039542,0.0209679927462959,0.0203284301348414,0.0210993919003765,0.0201019987967697,0.0218135394800049
"batch",0.5,"WiNN fixed default (no QC)","retained_features","higher","count",10,1000,0,1000,1000,1000,1000,1000
"batch",0.5,"WiNN fixed default (no QC)","retained_samples","higher","count",10,500,0,500,500,500,500,500
"batch",0.5,"WiNN fixed default (no QC)","runtime_sec","lower","seconds",10,7.0307,0.140767775668534,6.9915,6.96575,7.13775,6.834,7.253
"batch",0.5,"WiNN fixed default (no QC)","sign_concordance_responsive","higher","correlation_or_proportion",10,1,0,1,1,1,1,1
